"시도별(17개)","규모별","직종별","항목","단위","2022. 1/2","2022. 2/2","2023. 1/2","2023. 2/2","2024. 1/2","2024. 2/2","2025. 1/2","2025. 2/2",
"인천광역시","전규모(1인이상)","01 관리직(임원ㆍ부서장)","현원","명","6643","7004","6388","6136","6175","6093","5999","6149",
"인천광역시","전규모(1인이상)","01 관리직(임원ㆍ부서장)","구인인원","명","184","102","75","80","56","44","63","51",
"인천광역시","전규모(1인이상)","01 관리직(임원ㆍ부서장)","채용인원","명","126","101","66","73","54","38","61","46",
"인천광역시","전규모(1인이상)","01 관리직(임원ㆍ부서장)","미충원인원","명","58","1","9","7","2","6","2","5",
"인천광역시","전규모(1인이상)","01 관리직(임원ㆍ부서장)","부족인원","명","3","13","24","14","15","10","16","10",
"인천광역시","전규모(1인이상)","01 관리직(임원ㆍ부서장)","채용계획인원","명","3","25","24","11","15","9","16","9",
"인천광역시","전규모(1인이상)","01 관리직(임원ㆍ부서장)","부족률","%","0",".2",".4",".2",".2",".2",".3",".2",
"인천광역시","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","현원","명","158889","159236","161838","168788","169151","168226","170587","170159",
"인천광역시","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","구인인원","명","5296","5076","5476","5474","5869","5792","6260","5633",
"인천광역시","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","채용인원","명","4859","4587","4942","5010","5441","5341","5829","5215",
"인천광역시","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","미충원인원","명","437","489","534","464","428","451","431","418",
"인천광역시","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","부족인원","명","3026","2755","2954","2871","3111","2512","3159","2421",
"인천광역시","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","채용계획인원","명","2925","2807","2817","2770","3093","2659","3034","2185",
"인천광역시","전규모(1인이상)","02 경영ㆍ행정ㆍ사무직","부족률","%","1.9","1.7","1.8","1.7","1.8","1.5","1.8","1.4",
"인천광역시","전규모(1인이상)","03 금융ㆍ보험직","현원","명","25163","24937","23619","24770","23760","23185","23334","24192",
"인천광역시","전규모(1인이상)","03 금융ㆍ보험직","구인인원","명","584","545","736","452","436","325","584","824",
"인천광역시","전규모(1인이상)","03 금융ㆍ보험직","채용인원","명","574","478","736","441","411","317","569","626",
"인천광역시","전규모(1인이상)","03 금융ㆍ보험직","미충원인원","명","10","67","0","11","25","8","15","198",
"인천광역시","전규모(1인이상)","03 금융ㆍ보험직","부족인원","명","820","614","265","149","451","464","689","284",
"인천광역시","전규모(1인이상)","03 금융ㆍ보험직","채용계획인원","명","820","574","259","149","451","464","675","304",
"인천광역시","전규모(1인이상)","03 금융ㆍ보험직","부족률","%","3.2","2.4","1.1",".6","1.9","2","2.9","1.2",
"인천광역시","전규모(1인이상)","11 인문ㆍ사회과학 연구직","현원","명","421","500","364","289","237","297","219","223",
"인천광역시","전규모(1인이상)","11 인문ㆍ사회과학 연구직","구인인원","명","13","8","6","9","9","19","16","11",
"인천광역시","전규모(1인이상)","11 인문ㆍ사회과학 연구직","채용인원","명","10","8","6","7","9","15","15","10",
"인천광역시","전규모(1인이상)","11 인문ㆍ사회과학 연구직","미충원인원","명","3","0","0","2","0","4","1","1",
"인천광역시","전규모(1인이상)","11 인문ㆍ사회과학 연구직","부족인원","명","2","8","0","17","17","15","3","12",
"인천광역시","전규모(1인이상)","11 인문ㆍ사회과학 연구직","채용계획인원","명","2","8","0","17","17","15","3","3",
"인천광역시","전규모(1인이상)","11 인문ㆍ사회과학 연구직","부족률","%",".5","1.6","0","5.6","6.7","4.8","1.4","5.1",
"인천광역시","전규모(1인이상)","12 자연ㆍ생명과학 연구직","현원","명","5435","5839","5584","3573","3569","3622","3649","3541",
"인천광역시","전규모(1인이상)","12 자연ㆍ생명과학 연구직","구인인원","명","316","173","124","135","122","201","203","194",
"인천광역시","전규모(1인이상)","12 자연ㆍ생명과학 연구직","채용인원","명","281","119","117","135","120","182","203","186",
"인천광역시","전규모(1인이상)","12 자연ㆍ생명과학 연구직","미충원인원","명","35","54","7","0","2","19","0","8",
"인천광역시","전규모(1인이상)","12 자연ㆍ생명과학 연구직","부족인원","명","122","156","110","41","142","68","122","40",
"인천광역시","전규모(1인이상)","12 자연ㆍ생명과학 연구직","채용계획인원","명","122","197","170","124","124","90","122","40",
"인천광역시","전규모(1인이상)","12 자연ㆍ생명과학 연구직","부족률","%","2.2","2.6","1.9","1.1","3.8","1.8","3.2","1.1",
"인천광역시","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","현원","명","8014","8694","8549","8968","9085","9213","9683","9741",
"인천광역시","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","구인인원","명","511","639","334","435","481","381","500","371",
"인천광역시","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","채용인원","명","374","445","225","386","435","370","482","361",
"인천광역시","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","미충원인원","명","137","194","109","49","46","11","18","10",
"인천광역시","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","부족인원","명","653","541","472","277","390","327","317","214",
"인천광역시","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","채용계획인원","명","647","563","497","276","367","326","314","213",
"인천광역시","전규모(1인이상)","13 정보통신 연구개발직 및 공학 기술직","부족률","%","7.5","5.9","5.2","3","4.1","3.4","3.2","2.1",
"인천광역시","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","현원","명","11956","11730","12038","13894","13729","12981","12377","12180",
"인천광역시","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","구인인원","명","885","905","839","606","564","512","654","465",
"인천광역시","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","채용인원","명","835","769","709","504","548","505","640","463",
"인천광역시","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","미충원인원","명","50","136","130","102","16","7","14","2",
"인천광역시","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","부족인원","명","650","385","243","339","231","319","297","392",
"인천광역시","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","채용계획인원","명","650","316","243","356","231","322","297","392",
"인천광역시","전규모(1인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","부족률","%","5.2","3.2","2","2.4","1.7","2.4","2.3","3.1",
"인천광역시","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","현원","명","33068","33158","32867","30780","32590","33271","33517","33731",
"인천광역시","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","구인인원","명","1504","1541","1477","1154","1225","1295","1197","959",
"인천광역시","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","채용인원","명","1301","1186","1317","968","1020","1104","957","812",
"인천광역시","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","미충원인원","명","203","355","160","186","205","191","240","147",
"인천광역시","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","부족인원","명","916","972","846","604","676","842","904","707",
"인천광역시","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","채용계획인원","명","926","962","792","590","674","777","866","687",
"인천광역시","전규모(1인이상)","15 제조 연구개발직 및 공학 기술직","부족률","%","2.7","2.8","2.5","1.9","2","2.5","2.6","2.1",
"인천광역시","전규모(1인이상)","21 교육직","현원","명","29411","31150","30936","27965","27969","32028","33310","33678",
"인천광역시","전규모(1인이상)","21 교육직","구인인원","명","3548","1359","3002","1417","2612","1130","2129","1457",
"인천광역시","전규모(1인이상)","21 교육직","채용인원","명","3450","1249","2960","1409","2592","1124","2099","1428",
"인천광역시","전규모(1인이상)","21 교육직","미충원인원","명","98","110","42","8","20","6","30","29",
"인천광역시","전규모(1인이상)","21 교육직","부족인원","명","795","512","614","532","552","375","727","856",
"인천광역시","전규모(1인이상)","21 교육직","채용계획인원","명","813","512","597","532","505","381","744","977",
"인천광역시","전규모(1인이상)","21 교육직","부족률","%","2.6","1.6","1.9","1.9","1.9","1.2","2.1","2.5",
"인천광역시","전규모(1인이상)","22 법률직","현원","명","2947","3087","3666","3206","3898","4067","4606","4911",
"인천광역시","전규모(1인이상)","22 법률직","구인인원","명","129","233","147","22","128","19","55","78",
"인천광역시","전규모(1인이상)","22 법률직","채용인원","명","129","221","143","21","128","19","55","78",
"인천광역시","전규모(1인이상)","22 법률직","미충원인원","명","0","12","4","1","0","0","0","0",
"인천광역시","전규모(1인이상)","22 법률직","부족인원","명","24","49","68","64","61","18","113","275",
"인천광역시","전규모(1인이상)","22 법률직","채용계획인원","명","24","49","74","67","62","20","113","275",
"인천광역시","전규모(1인이상)","22 법률직","부족률","%",".8","1.6","1.8","2","1.5",".4","2.4","5.3",
"인천광역시","전규모(1인이상)","23 사회복지ㆍ종교직","현원","명","30369","30957","30747","34568","27760","29366","29731","30642",
"인천광역시","전규모(1인이상)","23 사회복지ㆍ종교직","구인인원","명","2920","1830","3128","1323","1613","1151","2739","1223",
"인천광역시","전규모(1인이상)","23 사회복지ㆍ종교직","채용인원","명","2901","1756","2888","1257","1610","1116","2702","1186",
"인천광역시","전규모(1인이상)","23 사회복지ㆍ종교직","미충원인원","명","19","74","240","66","3","35","37","37",
"인천광역시","전규모(1인이상)","23 사회복지ㆍ종교직","부족인원","명","787","515","777","778","487","521","716","1017",
"인천광역시","전규모(1인이상)","23 사회복지ㆍ종교직","채용계획인원","명","786","508","791","759","488","521","723","1059",
"인천광역시","전규모(1인이상)","23 사회복지ㆍ종교직","부족률","%","2.5","1.6","2.5","2.2","1.7","1.7","2.4","3.2",
"인천광역시","전규모(1인이상)","24 경찰ㆍ소방ㆍ교도직","현원","명","189","191","250","292","287","279","291","235",
"인천광역시","전규모(1인이상)","24 경찰ㆍ소방ㆍ교도직","구인인원","명","0","0","26","0","0","0","0","11",
"인천광역시","전규모(1인이상)","24 경찰ㆍ소방ㆍ교도직","채용인원","명","0","0","26","0","0","0","0","11",
"인천광역시","전규모(1인이상)","24 경찰ㆍ소방ㆍ교도직","미충원인원","명","0","0","0","0","0","0","0","0",
"인천광역시","전규모(1인이상)","24 경찰ㆍ소방ㆍ교도직","부족인원","명","36","44","26","0","26","0","8","0",
"인천광역시","전규모(1인이상)","24 경찰ㆍ소방ㆍ교도직","채용계획인원","명","36","44","26","0","26","0","8","0",
"인천광역시","전규모(1인이상)","24 경찰ㆍ소방ㆍ교도직","부족률","%","16","18.7","9.4","0","8.3","0","2.7","0",
"인천광역시","전규모(1인이상)","25 군인 ","현원","명","0","0","0","0","0","0","0","0",
"인천광역시","전규모(1인이상)","25 군인 ","구인인원","명","0","0","0","0","0","0","0","0",
"인천광역시","전규모(1인이상)","25 군인 ","채용인원","명","0","0","0","0","0","0","0","0",
"인천광역시","전규모(1인이상)","25 군인 ","미충원인원","명","0","0","0","0","0","0","0","0",
"인천광역시","전규모(1인이상)","25 군인 ","부족인원","명","0","0","0","0","0","0","0","0",
"인천광역시","전규모(1인이상)","25 군인 ","채용계획인원","명","0","0","0","0","0","0","0","0",
"인천광역시","전규모(1인이상)","25 군인 ","부족률","%","0","0","0","0","0","0","0","0",
"인천광역시","전규모(1인이상)","30 보건ㆍ의료직","현원","명","52220","51978","53624","54214","55128","54989","56628","57971",
"인천광역시","전규모(1인이상)","30 보건ㆍ의료직","구인인원","명","5313","3508","4705","3536","4877","3525","4445","4003",
"인천광역시","전규모(1인이상)","30 보건ㆍ의료직","채용인원","명","4946","2893","4371","3262","4516","3300","4176","3558",
"인천광역시","전규모(1인이상)","30 보건ㆍ의료직","미충원인원","명","367","615","334","274","361","225","269","445",
"인천광역시","전규모(1인이상)","30 보건ㆍ의료직","부족인원","명","1502","1959","1460","1190","1165","1527","1044","1533",
"인천광역시","전규모(1인이상)","30 보건ㆍ의료직","채용계획인원","명","1698","2075","1615","1265","1255","1527","1075","1533",
"인천광역시","전규모(1인이상)","30 보건ㆍ의료직","부족률","%","2.8","3.6","2.7","2.1","2.1","2.7","1.8","2.6",
