"시도별(17개)","규모별","직종별","항목","단위","2022. 1/2","2022. 2/2","2023. 1/2","2023. 2/2","2024. 1/2","2024. 2/2","2025. 1/2","2025. 2/2",
"대구광역시","전규모(1인이상)","52 여행ㆍ숙박ㆍ오락 서비스직","현원","명","2338","2630","2211","3235","3163","3186","4023","4539",
"대구광역시","전규모(1인이상)","52 여행ㆍ숙박ㆍ오락 서비스직","구인인원","명","379","348","237","493","329","664","675","668",
"대구광역시","전규모(1인이상)","52 여행ㆍ숙박ㆍ오락 서비스직","채용인원","명","379","348","216","493","329","647","675","662",
"대구광역시","전규모(1인이상)","52 여행ㆍ숙박ㆍ오락 서비스직","미충원인원","명","0","0","21","0","0","17","0","6",
"대구광역시","전규모(1인이상)","52 여행ㆍ숙박ㆍ오락 서비스직","부족인원","명","53","104","66","259","86","175","118","127",
"대구광역시","전규모(1인이상)","52 여행ㆍ숙박ㆍ오락 서비스직","채용계획인원","명","48","109","88","259","101","175","121","21",
"대구광역시","전규모(1인이상)","52 여행ㆍ숙박ㆍ오락 서비스직","부족률","%","2.2","3.8","2.9","7.4","2.6","5.2","2.8","2.7",
"대구광역시","전규모(1인이상)","53 음식 서비스직","현원","명","44299","45984","49700","53820","53308","54041","54413","54636",
"대구광역시","전규모(1인이상)","53 음식 서비스직","구인인원","명","5718","6791","8097","7949","10840","8452","9906","8837",
"대구광역시","전규모(1인이상)","53 음식 서비스직","채용인원","명","5197","5955","7786","7803","10476","8265","9629","8602",
"대구광역시","전규모(1인이상)","53 음식 서비스직","미충원인원","명","521","836","311","146","364","187","277","235",
"대구광역시","전규모(1인이상)","53 음식 서비스직","부족인원","명","2539","3052","1776","1748","1859","2002","1695","2005",
"대구광역시","전규모(1인이상)","53 음식 서비스직","채용계획인원","명","2347","3173","1789","1825","2386","2753","2083","2532",
"대구광역시","전규모(1인이상)","53 음식 서비스직","부족률","%","5.4","6.2","3.5","3.1","3.4","3.6","3","3.5",
"대구광역시","전규모(1인이상)","54 경호ㆍ경비직","현원","명","12627","11949","12399","15351","14495","14976","13989","14075",
"대구광역시","전규모(1인이상)","54 경호ㆍ경비직","구인인원","명","1102","767","1439","1337","1719","1184","1677","1270",
"대구광역시","전규모(1인이상)","54 경호ㆍ경비직","채용인원","명","1030","739","1404","1302","1700","1146","1655","1239",
"대구광역시","전규모(1인이상)","54 경호ㆍ경비직","미충원인원","명","72","28","35","35","19","38","22","31",
"대구광역시","전규모(1인이상)","54 경호ㆍ경비직","부족인원","명","54","81","126","82","150","120","78","83",
"대구광역시","전규모(1인이상)","54 경호ㆍ경비직","채용계획인원","명","1185","108","129","110","205","216","189","104",
"대구광역시","전규모(1인이상)","54 경호ㆍ경비직","부족률","%",".4",".7","1",".5","1",".8",".6",".6",
"대구광역시","전규모(1인이상)","55 돌봄 서비스직(간병ㆍ육아)","현원","명","19946","20365","21619","21335","20582","20090","21675","21755",
"대구광역시","전규모(1인이상)","55 돌봄 서비스직(간병ㆍ육아)","구인인원","명","2811","2164","2673","2412","2182","2412","2496","2041",
"대구광역시","전규모(1인이상)","55 돌봄 서비스직(간병ㆍ육아)","채용인원","명","2707","2099","2598","2344","2153","2372","2435","1949",
"대구광역시","전규모(1인이상)","55 돌봄 서비스직(간병ㆍ육아)","미충원인원","명","104","65","75","68","29","40","61","92",
"대구광역시","전규모(1인이상)","55 돌봄 서비스직(간병ㆍ육아)","부족인원","명","251","392","467","150","312","304","302","245",
"대구광역시","전규모(1인이상)","55 돌봄 서비스직(간병ㆍ육아)","채용계획인원","명","306","754","1025","390","430","348","311","401",
"대구광역시","전규모(1인이상)","55 돌봄 서비스직(간병ㆍ육아)","부족률","%","1.2","1.9","2.1",".7","1.5","1.5","1.4","1.1",
"대구광역시","전규모(1인이상)","56 청소 및 기타 개인서비스직","현원","명","22537","23067","23521","30451","29426","29211","26476","30653",
"대구광역시","전규모(1인이상)","56 청소 및 기타 개인서비스직","구인인원","명","2386","1653","3080","2228","3824","3180","3924","2720",
"대구광역시","전규모(1인이상)","56 청소 및 기타 개인서비스직","채용인원","명","2329","1537","3057","2189","3786","3099","3901","2680",
"대구광역시","전규모(1인이상)","56 청소 및 기타 개인서비스직","미충원인원","명","57","116","23","39","38","81","23","40",
"대구광역시","전규모(1인이상)","56 청소 및 기타 개인서비스직","부족인원","명","415","326","146","68","164","243","236","292",
"대구광역시","전규모(1인이상)","56 청소 및 기타 개인서비스직","채용계획인원","명","973","427","139","141","322","601","333","577",
"대구광역시","전규모(1인이상)","56 청소 및 기타 개인서비스직","부족률","%","1.8","1.4",".6",".2",".6",".8",".9",".9",
"대구광역시","전규모(1인이상)","61 영업ㆍ판매직","현원","명","79120","78740","80900","72578","71819","73473","73584","72584",
"대구광역시","전규모(1인이상)","61 영업ㆍ판매직","구인인원","명","4696","5402","4814","6504","7389","6807","6853","5695",
"대구광역시","전규모(1인이상)","61 영업ㆍ판매직","채용인원","명","4237","4933","4409","6194","7062","6360","6390","5381",
"대구광역시","전규모(1인이상)","61 영업ㆍ판매직","미충원인원","명","459","469","405","310","327","447","463","314",
"대구광역시","전규모(1인이상)","61 영업ㆍ판매직","부족인원","명","2510","2344","1643","2089","2574","2014","1776","1403",
"대구광역시","전규모(1인이상)","61 영업ㆍ판매직","채용계획인원","명","2491","2402","1519","2309","2752","1984","1812","1491",
"대구광역시","전규모(1인이상)","61 영업ㆍ판매직","부족률","%","3.1","2.9","2","2.8","3.5","2.7","2.4","1.9",
"대구광역시","전규모(1인이상)","62 운전ㆍ운송직","현원","명","31667","31763","31257","31687","32892","32655","33010","32629",
"대구광역시","전규모(1인이상)","62 운전ㆍ운송직","구인인원","명","1802","2004","2719","2165","2416","2545","2289","1978",
"대구광역시","전규모(1인이상)","62 운전ㆍ운송직","채용인원","명","1055","1250","1759","1458","2034","1910","1700","1439",
"대구광역시","전규모(1인이상)","62 운전ㆍ운송직","미충원인원","명","747","754","960","707","382","635","589","539",
"대구광역시","전규모(1인이상)","62 운전ㆍ운송직","부족인원","명","1335","1491","1617","1370","1564","1573","1205","1413",
"대구광역시","전규모(1인이상)","62 운전ㆍ운송직","채용계획인원","명","1414","1547","1703","1433","1631","1608","1196","1497",
"대구광역시","전규모(1인이상)","62 운전ㆍ운송직","부족률","%","4","4.5","4.9","4.1","4.5","4.6","3.5","4.2",
"대구광역시","전규모(1인이상)","70 건설ㆍ채굴직","현원","명","20156","20505","19208","21310","21388","25123","21654","22391",
"대구광역시","전규모(1인이상)","70 건설ㆍ채굴직","구인인원","명","6212","4592","6345","5313","8991","11006","9490","8834",
"대구광역시","전규모(1인이상)","70 건설ㆍ채굴직","채용인원","명","6152","4551","6261","5228","8924","10943","9459","8791",
"대구광역시","전규모(1인이상)","70 건설ㆍ채굴직","미충원인원","명","60","41","84","85","67","63","31","43",
"대구광역시","전규모(1인이상)","70 건설ㆍ채굴직","부족인원","명","163","289","642","526","724","265","592","239",
"대구광역시","전규모(1인이상)","70 건설ㆍ채굴직","채용계획인원","명","200","289","617","540","724","455","1396","473",
"대구광역시","전규모(1인이상)","70 건설ㆍ채굴직","부족률","%",".8","1.4","3.2","2.4","3.3","1","2.7","1.1",
"대구광역시","전규모(1인이상)","81 기계 설치ㆍ정비ㆍ생산직","현원","명","37087","36920","37082","38301","38403","37872","37561","37788",
"대구광역시","전규모(1인이상)","81 기계 설치ㆍ정비ㆍ생산직","구인인원","명","1986","1609","2186","3253","2758","1692","1907","1577",
"대구광역시","전규모(1인이상)","81 기계 설치ㆍ정비ㆍ생산직","채용인원","명","1595","1115","1635","3023","2534","1371","1676","1411",
"대구광역시","전규모(1인이상)","81 기계 설치ㆍ정비ㆍ생산직","미충원인원","명","391","494","551","230","224","321","231","166",
"대구광역시","전규모(1인이상)","81 기계 설치ㆍ정비ㆍ생산직","부족인원","명","1474","1489","1305","1492","1345","1142","901","743",
"대구광역시","전규모(1인이상)","81 기계 설치ㆍ정비ㆍ생산직","채용계획인원","명","1457","1631","1375","1354","1269","1235","923","722",
"대구광역시","전규모(1인이상)","81 기계 설치ㆍ정비ㆍ생산직","부족률","%","3.8","3.9","3.4","3.7","3.4","2.9","2.3","1.9",
"대구광역시","전규모(1인이상)","82 금속ㆍ재료 설치ㆍ정비ㆍ생산직 (판금ㆍ단조ㆍ주조ㆍ용접ㆍ도장 등)","현원","명","10223","10290","10081","10061","9700","9447","9332","8596",
"대구광역시","전규모(1인이상)","82 금속ㆍ재료 설치ㆍ정비ㆍ생산직 (판금ㆍ단조ㆍ주조ㆍ용접ㆍ도장 등)","구인인원","명","1074","1066","581","629","439","615","469","379",
"대구광역시","전규모(1인이상)","82 금속ㆍ재료 설치ㆍ정비ㆍ생산직 (판금ㆍ단조ㆍ주조ㆍ용접ㆍ도장 등)","채용인원","명","630","670","379","517","382","496","436","345",
"대구광역시","전규모(1인이상)","82 금속ㆍ재료 설치ㆍ정비ㆍ생산직 (판금ㆍ단조ㆍ주조ㆍ용접ㆍ도장 등)","미충원인원","명","444","396","202","112","57","119","33","34",
"대구광역시","전규모(1인이상)","82 금속ㆍ재료 설치ㆍ정비ㆍ생산직 (판금ㆍ단조ㆍ주조ㆍ용접ㆍ도장 등)","부족인원","명","791","837","452","380","301","318","140","105",
"대구광역시","전규모(1인이상)","82 금속ㆍ재료 설치ㆍ정비ㆍ생산직 (판금ㆍ단조ㆍ주조ㆍ용접ㆍ도장 등)","채용계획인원","명","771","852","440","380","293","365","138","105",
"대구광역시","전규모(1인이상)","82 금속ㆍ재료 설치ㆍ정비ㆍ생산직 (판금ㆍ단조ㆍ주조ㆍ용접ㆍ도장 등)","부족률","%","7.2","7.5","4.3","3.6","3","3.3","1.5","1.2",
"대구광역시","전규모(1인이상)","83 전기ㆍ전자 설치ㆍ정비ㆍ생산직","현원","명","16222","16396","16004","16369","17651","17968","19479","18643",
"대구광역시","전규모(1인이상)","83 전기ㆍ전자 설치ㆍ정비ㆍ생산직","구인인원","명","952","1722","1367","1206","1726","1898","2390","2428",
"대구광역시","전규모(1인이상)","83 전기ㆍ전자 설치ㆍ정비ㆍ생산직","채용인원","명","864","1622","1292","1119","1708","1875","2289","2364",
"대구광역시","전규모(1인이상)","83 전기ㆍ전자 설치ㆍ정비ㆍ생산직","미충원인원","명","88","100","75","87","18","23","101","64",
"대구광역시","전규모(1인이상)","83 전기ㆍ전자 설치ㆍ정비ㆍ생산직","부족인원","명","384","550","458","395","350","431","394","320",
"대구광역시","전규모(1인이상)","83 전기ㆍ전자 설치ㆍ정비ㆍ생산직","채용계획인원","명","446","417","413","403","356","478","415","367",
"대구광역시","전규모(1인이상)","83 전기ㆍ전자 설치ㆍ정비ㆍ생산직","부족률","%","2.3","3.2","2.8","2.4","1.9","2.3","2","1.7",
"대구광역시","전규모(1인이상)","84 정보통신 설치ㆍ정비직","현원","명","5003","5972","4866","3169","3299","2796","2864","3024",
"대구광역시","전규모(1인이상)","84 정보통신 설치ㆍ정비직","구인인원","명","566","707","447","335","324","143","166","92",
"대구광역시","전규모(1인이상)","84 정보통신 설치ㆍ정비직","채용인원","명","491","707","425","314","264","143","155","76",
"대구광역시","전규모(1인이상)","84 정보통신 설치ㆍ정비직","미충원인원","명","75","0","22","21","60","0","11","16",
"대구광역시","전규모(1인이상)","84 정보통신 설치ㆍ정비직","부족인원","명","93","82","48","22","40","192","45","33",
"대구광역시","전규모(1인이상)","84 정보통신 설치ㆍ정비직","채용계획인원","명","93","82","31","22","70","12","45","33",
"대구광역시","전규모(1인이상)","84 정보통신 설치ㆍ정비직","부족률","%","1.8","1.4","1",".7","1.2","6.4","1.5","1.1",
"대구광역시","전규모(1인이상)","85 화학ㆍ환경 설치ㆍ정비ㆍ생산직","현원","명","6988","7211","6936","6992","6866","6239","6319","6014",
"대구광역시","전규모(1인이상)","85 화학ㆍ환경 설치ㆍ정비ㆍ생산직","구인인원","명","187","328","314","275","231","204","241","256",
"대구광역시","전규모(1인이상)","85 화학ㆍ환경 설치ㆍ정비ㆍ생산직","채용인원","명","153","295","247","171","201","184","219","238",
"대구광역시","전규모(1인이상)","85 화학ㆍ환경 설치ㆍ정비ㆍ생산직","미충원인원","명","34","33","67","104","30","20","22","18",
"대구광역시","전규모(1인이상)","85 화학ㆍ환경 설치ㆍ정비ㆍ생산직","부족인원","명","206","148","138","259","157","150","132","73",
"대구광역시","전규모(1인이상)","85 화학ㆍ환경 설치ㆍ정비ㆍ생산직","채용계획인원","명","247","148","148","259","145","108","131","90",
"대구광역시","전규모(1인이상)","85 화학ㆍ환경 설치ㆍ정비ㆍ생산직","부족률","%","2.9","2","2","3.6","2.2","2.3","2","1.2",
"대구광역시","전규모(1인이상)","86 섬유ㆍ의복 생산직","현원","명","11690","11348","10642","12228","11455","11223","10951","10550",
"대구광역시","전규모(1인이상)","86 섬유ㆍ의복 생산직","구인인원","명","641","716","359","642","1015","738","605","676",
"대구광역시","전규모(1인이상)","86 섬유ㆍ의복 생산직","채용인원","명","437","409","254","561","934","685","605","539",
"대구광역시","전규모(1인이상)","86 섬유ㆍ의복 생산직","미충원인원","명","204","307","105","81","81","53","0","137",
"대구광역시","전규모(1인이상)","86 섬유ㆍ의복 생산직","부족인원","명","495","494","254","233","237","189","365","286",
"대구광역시","전규모(1인이상)","86 섬유ㆍ의복 생산직","채용계획인원","명","458","494","254","236","259","189","365","231",
"대구광역시","전규모(1인이상)","86 섬유ㆍ의복 생산직","부족률","%","4.1","4.2","2.3","1.9","2","1.7","3.2","2.6",
"대구광역시","전규모(1인이상)","87 식품 가공ㆍ생산직","현원","명","5606","5701","5881","4873","5049","5208","5985","6206",
"대구광역시","전규모(1인이상)","87 식품 가공ㆍ생산직","구인인원","명","252","342","237","274","416","382","678","549",
"대구광역시","전규모(1인이상)","87 식품 가공ㆍ생산직","채용인원","명","231","311","195","239","320","301","617","536",
"대구광역시","전규모(1인이상)","87 식품 가공ㆍ생산직","미충원인원","명","21","31","42","35","96","81","61","13",
"대구광역시","전규모(1인이상)","87 식품 가공ㆍ생산직","부족인원","명","247","349","175","205","173","321","77","77",
"대구광역시","전규모(1인이상)","87 식품 가공ㆍ생산직","채용계획인원","명","391","356","162","219","178","346","85","41",
"대구광역시","전규모(1인이상)","87 식품 가공ㆍ생산직","부족률","%","4.2","5.8","2.9","4","3.3","5.8","1.3","1.2",
"대구광역시","전규모(1인이상)","88 인쇄ㆍ목재ㆍ공예 및 기타 설치ㆍ정비ㆍ생산직","현원","명","5855","5905","6021","6011","6332","6376","6179","6347",
"대구광역시","전규모(1인이상)","88 인쇄ㆍ목재ㆍ공예 및 기타 설치ㆍ정비ㆍ생산직","구인인원","명","137","534","529","371","420","489","260","200",
"대구광역시","전규모(1인이상)","88 인쇄ㆍ목재ㆍ공예 및 기타 설치ㆍ정비ㆍ생산직","채용인원","명","116","398","452","345","417","437","168","176",
"대구광역시","전규모(1인이상)","88 인쇄ㆍ목재ㆍ공예 및 기타 설치ㆍ정비ㆍ생산직","미충원인원","명","21","136","77","26","3","52","92","24",
"대구광역시","전규모(1인이상)","88 인쇄ㆍ목재ㆍ공예 및 기타 설치ㆍ정비ㆍ생산직","부족인원","명","173","386","203","149","101","505","211","211",
"대구광역시","전규모(1인이상)","88 인쇄ㆍ목재ㆍ공예 및 기타 설치ㆍ정비ㆍ생산직","채용계획인원","명","173","426","203","128","77","437","140","204",
"대구광역시","전규모(1인이상)","88 인쇄ㆍ목재ㆍ공예 및 기타 설치ㆍ정비ㆍ생산직","부족률","%","2.9","6.1","3.3","2.4","1.6","7.3","3.3","3.2",
"대구광역시","전규모(1인이상)","89 제조 단순직","현원","명","16281","16000","15847","17565","17007","17220","16366","15939",
"대구광역시","전규모(1인이상)","89 제조 단순직","구인인원","명","1892","1922","1297","1270","1915","2338","1999","1228",
"대구광역시","전규모(1인이상)","89 제조 단순직","채용인원","명","1677","1675","1226","1158","1834","2272","1867","1204",
"대구광역시","전규모(1인이상)","89 제조 단순직","미충원인원","명","215","247","71","112","81","66","132","24",
"대구광역시","전규모(1인이상)","89 제조 단순직","부족인원","명","723","800","309","371","364","369","504","343",
"대구광역시","전규모(1인이상)","89 제조 단순직","채용계획인원","명","742","693","293","390","336","413","504","324",
"대구광역시","전규모(1인이상)","89 제조 단순직","부족률","%","4.3","4.8","1.9","2.1","2.1","2.1","3","2.1",
"대구광역시","전규모(1인이상)","90 농림어업직","현원","명","1053","1463","1234","605","456","729","770","1186",
"대구광역시","전규모(1인이상)","90 농림어업직","구인인원","명","435","739","241","35","56","45","102","377",
"대구광역시","전규모(1인이상)","90 농림어업직","채용인원","명","388","739","241","35","56","45","102","377",
"대구광역시","전규모(1인이상)","90 농림어업직","미충원인원","명","47","0","0","0","0","0","0","0",
"대구광역시","전규모(1인이상)","90 농림어업직","부족인원","명","47","7","29","2","5","1","2","287",
"대구광역시","전규모(1인이상)","90 농림어업직","채용계획인원","명","47","7","22","2","2","16","2","302",
"대구광역시","전규모(1인이상)","90 농림어업직","부족률","%","4.3",".5","2.3",".3","1.1",".1",".3","19.5",
"대구광역시","전규모(1인이상)","전직종","현원","명","662693","672945","681388","702604","703924","712450","712851","719762",
"대구광역시","전규모(1인이상)","전직종","구인인원","명","54852","50491","59929","51403","71208","62099","71459","55962",
"대구광역시","전규모(1인이상)","전직종","채용인원","명","49643","44353","55004","48003","68133","58916","68006","52974",
"대구광역시","전규모(1인이상)","전직종","미충원인원","명","5209","6138","4925","3400","3075","3183","3453","2988",
"대구광역시","전규모(1인이상)","전직종","부족인원","명","19050","19927","16695","15494","16296","16901","14222","13729",
"대구광역시","전규모(1인이상)","전직종","채용계획인원","명","21227","21706","17717","17048","17811","18651","16172","15593",
"대구광역시","전규모(1인이상)","전직종","부족률","%","2.8","2.9","2.4","2.2","2.3","2.3","2","1.9",
"대구광역시","전규모(1인이상)","0 경영ㆍ사무ㆍ금융ㆍ보험직","현원","명","147900","149297","152245","157522","156242","157866","161188","161808",
"대구광역시","전규모(1인이상)","0 경영ㆍ사무ㆍ금융ㆍ보험직","구인인원","명","5740","5913","6330","5503","6337","5960","6698","5437",
"대구광역시","전규모(1인이상)","0 경영ㆍ사무ㆍ금융ㆍ보험직","채용인원","명","5333","5385","5748","5142","6035","5736","6316","5062",
"대구광역시","전규모(1인이상)","0 경영ㆍ사무ㆍ금융ㆍ보험직","미충원인원","명","407","528","582","361","302","224","382","375",
"대구광역시","전규모(1인이상)","0 경영ㆍ사무ㆍ금융ㆍ보험직","부족인원","명","2179","1951","1922","1996","1480","1483","1635","1758",
"대구광역시","전규모(1인이상)","0 경영ㆍ사무ㆍ금융ㆍ보험직","채용계획인원","명","2250","2226","2114","2264","1790","1923","1738","2097",
"대구광역시","전규모(1인이상)","0 경영ㆍ사무ㆍ금융ㆍ보험직","부족률","%","1.5","1.3","1.2","1.3",".9",".9","1","1.1",
"대구광역시","전규모(1인이상)","1 연구직 및 공학기술직","현원","명","39475","41526","42294","43980","44727","43709","44151","44252",
"대구광역시","전규모(1인이상)","1 연구직 및 공학기술직","구인인원","명","2463","2291","1989","2416","2434","2102","2191","1841",
"대구광역시","전규모(1인이상)","1 연구직 및 공학기술직","채용인원","명","2113","1950","1717","2048","2293","1857","1954","1571",
"대구광역시","전규모(1인이상)","1 연구직 및 공학기술직","미충원인원","명","350","341","272","368","141","245","237","270",
"대구광역시","전규모(1인이상)","1 연구직 및 공학기술직","부족인원","명","1756","1112","1107","1115","954","930","640","771",
"대구광역시","전규모(1인이상)","1 연구직 및 공학기술직","채용계획인원","명","1769","1103","1144","1213","1180","992","803","864",
"대구광역시","전규모(1인이상)","1 연구직 및 공학기술직","부족률","%","4.3","2.6","2.6","2.5","2.1","2.1","1.4","1.7",
"대구광역시","전규모(1인이상)","2 교육ㆍ법률ㆍ사회복지ㆍ경찰ㆍ소방직 및 군인","현원","명","61213","63136","62530","65066","67687","70191","69145","70607",
"대구광역시","전규모(1인이상)","2 교육ㆍ법률ㆍ사회복지ㆍ경찰ㆍ소방직 및 군인","구인인원","명","7556","4157","8856","3244","8933","4821","9358","3986",
"대구광역시","전규모(1인이상)","2 교육ㆍ법률ㆍ사회복지ㆍ경찰ㆍ소방직 및 군인","채용인원","명","7251","3663","8309","2983","8553","4607","9239","3919",
"대구광역시","전규모(1인이상)","2 교육ㆍ법률ㆍ사회복지ㆍ경찰ㆍ소방직 및 군인","미충원인원","명","305","494","547","261","380","214","119","67",
"대구광역시","전규모(1인이상)","2 교육ㆍ법률ㆍ사회복지ㆍ경찰ㆍ소방직 및 군인","부족인원","명","1184","1150","1991","718","1468","1929","1620","1237",
"대구광역시","전규모(1인이상)","2 교육ㆍ법률ㆍ사회복지ㆍ경찰ㆍ소방직 및 군인","채용계획인원","명","1283","1374","2113","1144","1418","1749","1798","1341",
"대구광역시","전규모(1인이상)","2 교육ㆍ법률ㆍ사회복지ㆍ경찰ㆍ소방직 및 군인","부족률","%","1.9","1.8","3.1","1.1","2.1","2.7","2.3","1.7",
"대구광역시","전규모(1인이상)","3 보건ㆍ의료직","현원","명","51658","52272","53953","55196","56505","57225","58460","60058",
"대구광역시","전규모(1인이상)","3 보건ㆍ의료직","구인인원","명","4760","3269","3980","2794","4813","3452","4898","3968",
"대구광역시","전규모(1인이상)","3 보건ㆍ의료직","채용인원","명","4238","2703","3730","2655","4528","3218","4439","3561",
"대구광역시","전규모(1인이상)","3 보건ㆍ의료직","미충원인원","명","522","566","250","139","285","234","459","407",
"대구광역시","전규모(1인이상)","3 보건ㆍ의료직","부족인원","명","1479","1744","1150","1238","1167","1296","1075","1319",
"대구광역시","전규모(1인이상)","3 보건ㆍ의료직","채용계획인원","명","1617","2306","1347","1308","1197","1330","1167","1385",
"대구광역시","전규모(1인이상)","3 보건ㆍ의료직","부족률","%","2.8","3.2","2.1","2.2","2","2.2","1.8","2.1",
"대구광역시","전규모(1인이상)","4 예술ㆍ디자인ㆍ방송ㆍ스포츠직","현원","명","8732","9111","9494","10108","10488","10671","10200","10430",
"대구광역시","전규모(1인이상)","4 예술ㆍ디자인ㆍ방송ㆍ스포츠직","구인인원","명","593","803","1203","444","1209","608","1463","480",
"대구광역시","전규모(1인이상)","4 예술ㆍ디자인ㆍ방송ㆍ스포츠직","채용인원","명","559","704","1152","398","1181","585","1432","458",
"대구광역시","전규모(1인이상)","4 예술ㆍ디자인ㆍ방송ㆍ스포츠직","미충원인원","명","34","99","51","46","28","23","31","22",
"대구광역시","전규모(1인이상)","4 예술ㆍ디자인ㆍ방송ㆍ스포츠직","부족인원","명","310","450","498","248","363","455","134","101",
"대구광역시","전규모(1인이상)","4 예술ㆍ디자인ㆍ방송ㆍ스포츠직","채용계획인원","명","382","474","477","273","335","423","132","133",
"대구광역시","전규모(1인이상)","4 예술ㆍ디자인ㆍ방송ㆍ스포츠직","부족률","%","3.4","4.7","5","2.4","3.3","4.1","1.3","1",
"대구광역시","전규모(1인이상)","5 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소직","현원","명","106763","109391","114915","128984","125957","126458","125651","130711",
"대구광역시","전규모(1인이상)","5 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소직","구인인원","명","12910","12376","16137","14729","19387","16255","19403","15978",
"대구광역시","전규모(1인이상)","5 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소직","채용인원","명","12123","11273","15572","14413","18873","15891","18945","15528",
"대구광역시","전규모(1인이상)","5 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소직","미충원인원","명","787","1103","565","316","514","364","458","450",
"대구광역시","전규모(1인이상)","5 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소직","부족인원","명","3503","4252","2756","2688","2929","3339","2775","3011",
"대구광역시","전규모(1인이상)","5 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소직","채용계획인원","명","4995","4879","3344","3170","3800","4587","3382","3891",
"대구광역시","전규모(1인이상)","5 미용ㆍ여행ㆍ숙박ㆍ음식ㆍ경비ㆍ청소직","부족률","%","3.2","3.7","2.3","2","2.3","2.6","2.2","2.3",
"대구광역시","전규모(1인이상)","6 영업ㆍ판매ㆍ운전ㆍ운송직","현원","명","110787","110503","112157","104265","104711","106128","106594","105213",
"대구광역시","전규모(1인이상)","6 영업ㆍ판매ㆍ운전ㆍ운송직","구인인원","명","6498","7406","7533","8669","9805","9352","9142","7673",
"대구광역시","전규모(1인이상)","6 영업ㆍ판매ㆍ운전ㆍ운송직","채용인원","명","5291","6183","6168","7652","9095","8270","8090","6820",
"대구광역시","전규모(1인이상)","6 영업ㆍ판매ㆍ운전ㆍ운송직","미충원인원","명","1207","1223","1365","1017","710","1082","1052","853",
"대구광역시","전규모(1인이상)","6 영업ㆍ판매ㆍ운전ㆍ운송직","부족인원","명","3845","3835","3259","3458","4137","3587","2981","2816",
"대구광역시","전규모(1인이상)","6 영업ㆍ판매ㆍ운전ㆍ운송직","채용계획인원","명","3905","3949","3222","3742","4383","3592","3008","2988",
"대구광역시","전규모(1인이상)","6 영업ㆍ판매ㆍ운전ㆍ운송직","부족률","%","3.4","3.4","2.8","3.2","3.8","3.3","2.7","2.6",
"대구광역시","전규모(1인이상)","7 건설ㆍ채굴직","현원","명","20156","20505","19208","21310","21388","25123","21654","22391",
"대구광역시","전규모(1인이상)","7 건설ㆍ채굴직","구인인원","명","6212","4592","6345","5313","8991","11006","9490","8834",
"대구광역시","전규모(1인이상)","7 건설ㆍ채굴직","채용인원","명","6152","4551","6261","5228","8924","10943","9459","8791",
"대구광역시","전규모(1인이상)","7 건설ㆍ채굴직","미충원인원","명","60","41","84","85","67","63","31","43",
"대구광역시","전규모(1인이상)","7 건설ㆍ채굴직","부족인원","명","163","289","642","526","724","265","592","239",
"대구광역시","전규모(1인이상)","7 건설ㆍ채굴직","채용계획인원","명","200","289","617","540","724","455","1396","473",
"대구광역시","전규모(1인이상)","7 건설ㆍ채굴직","부족률","%",".8","1.4","3.2","2.4","3.3","1","2.7","1.1",
"대구광역시","전규모(1인이상)","8 설치ㆍ정비ㆍ생산직","현원","명","114955","115741","113360","115570","115763","114350","115038","113107",
"대구광역시","전규모(1인이상)","8 설치ㆍ정비ㆍ생산직","구인인원","명","7686","8945","7316","8256","9243","8500","8715","7385",
"대구광역시","전규모(1인이상)","8 설치ㆍ정비ㆍ생산직","채용인원","명","6194","7202","6106","7447","8594","7763","8032","6888",
"대구광역시","전규모(1인이상)","8 설치ㆍ정비ㆍ생산직","미충원인원","명","1492","1743","1210","809","649","737","683","497",
"대구광역시","전규모(1인이상)","8 설치ㆍ정비ㆍ생산직","부족인원","명","4584","5134","3341","3505","3069","3616","2768","2190",
"대구광역시","전규모(1인이상)","8 설치ㆍ정비ㆍ생산직","채용계획인원","명","4778","5098","3318","3390","2982","3584","2746","2118",
"대구광역시","전규모(1인이상)","8 설치ㆍ정비ㆍ생산직","부족률","%","3.8","4.2","2.9","2.9","2.6","3.1","2.3","1.9",
"대구광역시","전규모(1인이상)","9 농림어업직","현원","명","1053","1463","1234","605","456","729","770","1186",
"대구광역시","전규모(1인이상)","9 농림어업직","구인인원","명","435","739","241","35","56","45","102","377",
"대구광역시","전규모(1인이상)","9 농림어업직","채용인원","명","388","739","241","35","56","45","102","377",
"대구광역시","전규모(1인이상)","9 농림어업직","미충원인원","명","47","0","0","0","0","0","0","0",
"대구광역시","전규모(1인이상)","9 농림어업직","부족인원","명","47","7","29","2","5","1","2","287",
"대구광역시","전규모(1인이상)","9 농림어업직","채용계획인원","명","47","7","22","2","2","16","2","302",
"대구광역시","전규모(1인이상)","9 농림어업직","부족률","%","4.3",".5","2.3",".3","1.1",".1",".3","19.5",
