"한국표준직업분류 개정7차","성별","경력구분","항목","단위","2020 년","2021 년","2022 년","2023 년","2024 년","2025 년",
"임업 숙련직(62)","남","1~3년미만","월급여액","천원","1656","1557","1586","1603","1736","1779",
"임업 숙련직(62)","남","1~3년미만","전년도연간특별급여/12개월","천원","55","20","19","25","155","9",
"임업 숙련직(62)","남","1~3년미만","전년도 연간특별급여","천원","661","238","225","303","1855","109",
"임업 숙련직(62)","남","1~3년미만","총근로시간","시간","136.4","116.2","106.1","123.3","115.9","131",
"임업 숙련직(62)","남","1~3년미만","근로자수","명","93","146","195","306","173","135",
"임업 숙련직(62)","남","3~5년미만","월임금총액","천원","1849","1729","1696","1831","1876","2014",
"임업 숙련직(62)","남","3~5년미만","월급여액","천원","1680","1677","1611","1742","1876","1989",
"임업 숙련직(62)","남","3~5년미만","전년도연간특별급여/12개월","천원","169","52","85","89","0","25",
"임업 숙련직(62)","남","3~5년미만","전년도 연간특별급여","천원","2030","629","1019","1069","0","301",
"임업 숙련직(62)","남","3~5년미만","총근로시간","시간","163.2","134","141.3","135","120.9","112.8",
"임업 숙련직(62)","남","3~5년미만","근로자수","명","88","103","47","54","180","140",
"임업 숙련직(62)","남","5~10년미만","월임금총액","천원","1826","1824","1887","2098","2192","2095",
"임업 숙련직(62)","남","5~10년미만","월급여액","천원","1756","1735","1843","2020","2127","2068",
"임업 숙련직(62)","남","5~10년미만","전년도연간특별급여/12개월","천원","70","89","43","78","66","27",
"임업 숙련직(62)","남","5~10년미만","전년도 연간특별급여","천원","845","1070","519","937","788","321",
"임업 숙련직(62)","남","5~10년미만","총근로시간","시간","119.4","126.6","133.5","136.3","114","134.3",
"임업 숙련직(62)","남","5~10년미만","근로자수","명","232","184","213","268","229","253",
"임업 숙련직(62)","남","10년이상","월임금총액","천원","2271","2083","2181","2386","2341","2270",
"임업 숙련직(62)","남","10년이상","월급여액","천원","2137","1955","2030","2186","2243","2166",
"임업 숙련직(62)","남","10년이상","전년도연간특별급여/12개월","천원","135","129","151","200","98","104",
"임업 숙련직(62)","남","10년이상","전년도 연간특별급여","천원","1614","1542","1814","2398","1175","1250",
"임업 숙련직(62)","남","10년이상","총근로시간","시간","133.2","119.9","122.2","122.3","118.4","135",
"임업 숙련직(62)","남","10년이상","근로자수","명","299","238","354","537","533","334",
"임업 숙련직(62)","여","전경력","월임금총액","천원","1564","1668","1586","1772","1780","1842",
"임업 숙련직(62)","여","전경력","월급여액","천원","1542","1602","1582","1684","1751","1779",
"임업 숙련직(62)","여","전경력","전년도연간특별급여/12개월","천원","22","66","4","88","29","63",
"임업 숙련직(62)","여","전경력","전년도 연간특별급여","천원","258","792","44","1054","353","753",
"임업 숙련직(62)","여","전경력","총근로시간","시간","100.6","151.2","104.6","148.2","111.7","124.5",
"임업 숙련직(62)","여","전경력","근로자수","명","50","157","185","270","134","119",
"임업 숙련직(62)","여","1년미만","월임금총액","천원","","1196","1200","1324","1346","1380",
"임업 숙련직(62)","여","1년미만","월급여액","천원","","1196","1200","1324","1346","1380",
"임업 숙련직(62)","여","1년미만","전년도연간특별급여/12개월","천원","","0","0","0","0","0",
"임업 숙련직(62)","여","1년미만","전년도 연간특별급여","천원","","0","0","0","0","0",
"임업 숙련직(62)","여","1년미만","총근로시간","시간","","127.2","96","134.4","114","102.7",
"임업 숙련직(62)","여","1년미만","근로자수","명","","13","7","21","5","23",
"임업 숙련직(62)","여","1~3년미만","월임금총액","천원","1518","1291","1383","1469","1553","1616",
"임업 숙련직(62)","여","1~3년미만","월급여액","천원","1485","1284","1383","1469","1553","1616",
"임업 숙련직(62)","여","1~3년미만","전년도연간특별급여/12개월","천원","33","7","0","0","0","0",
"임업 숙련직(62)","여","1~3년미만","전년도 연간특별급여","천원","394","78","0","0","0","0",
"임업 숙련직(62)","여","1~3년미만","총근로시간","시간","93","99.5","85.3","114.5","95.7","100.4",
"임업 숙련직(62)","여","1~3년미만","근로자수","명","17","22","58","79","58","19",
"임업 숙련직(62)","여","3~5년미만","월임금총액","천원","","1836","1637","1739","1989","1969",
"임업 숙련직(62)","여","3~5년미만","월급여액","천원","","1731","1637","1739","1908","1905",
"임업 숙련직(62)","여","3~5년미만","전년도연간특별급여/12개월","천원","","105","0","0","81","64",
"임업 숙련직(62)","여","3~5년미만","전년도 연간특별급여","천원","","1261","0","0","967","763",
"임업 숙련직(62)","여","3~5년미만","총근로시간","시간","","173.6","108.9","132.9","137.4","130.3",
"임업 숙련직(62)","여","3~5년미만","근로자수","명","","96","17","22","36","36",
"임업 숙련직(62)","여","5~10년미만","월임금총액","천원","1805","1819","1728","1962","","2172",
"임업 숙련직(62)","여","5~10년미만","월급여액","천원","1780","1810","1718","1882","","1987",
"임업 숙련직(62)","여","5~10년미만","전년도연간특별급여/12개월","천원","25","8","10","80","","184",
"임업 숙련직(62)","여","5~10년미만","전년도 연간특별급여","천원","298","102","123","960","","2214",
"임업 숙련직(62)","여","5~10년미만","총근로시간","시간","108.7","136.9","111.9","190.4","","136.1",
"임업 숙련직(62)","여","5~10년미만","근로자수","명","21","17","66","52","","25",
"임업 숙련직(62)","여","10년이상","월임금총액","천원","1222","1209","1703","2023","2006","1996",
"임업 숙련직(62)","여","10년이상","월급여액","천원","1222","1209","1703","1820","1976","1956",
"임업 숙련직(62)","여","10년이상","전년도연간특별급여/12개월","천원","0","0","0","203","30","39",
"임업 숙련직(62)","여","10년이상","전년도 연간특별급여","천원","0","0","0","2441","355","473",
"임업 숙련직(62)","여","10년이상","총근로시간","시간","97.7","100.4","121.7","159.7","111.3","154.7",
"임업 숙련직(62)","여","10년이상","근로자수","명","12","9","36","96","35","16",
"어업 숙련직(63)","전체","전경력","월임금총액","천원","2288","2502","2550","2632","2554","2488",
"어업 숙련직(63)","전체","전경력","월급여액","천원","2157","2268","2398","2444","2452","2348",
"어업 숙련직(63)","전체","전경력","전년도연간특별급여/12개월","천원","132","234","151","188","102","140",
"어업 숙련직(63)","전체","전경력","전년도 연간특별급여","천원","1579","2813","1815","2252","1227","1682",
"어업 숙련직(63)","전체","전경력","총근로시간","시간","186.9","177.6","193.6","185.1","173.8","182.9",
"어업 숙련직(63)","전체","전경력","근로자수","명","537","694","705","771","958","1066",
"어업 숙련직(63)","전체","1년미만","월임금총액","천원","1874","2006","2112","2205","2160","2075",
"어업 숙련직(63)","전체","1년미만","월급여액","천원","1859","1992","2112","2200","2148","2075",
"어업 숙련직(63)","전체","1년미만","전년도연간특별급여/12개월","천원","14","14","0","5","12","0",
"어업 숙련직(63)","전체","1년미만","전년도 연간특별급여","천원","173","168","0","54","146","0",
"어업 숙련직(63)","전체","1년미만","총근로시간","시간","190.9","154.6","177.6","184.8","171.8","181.6",
"어업 숙련직(63)","전체","1년미만","근로자수","명","67","127","104","185","164","111",
"어업 숙련직(63)","전체","1~3년미만","월임금총액","천원","2260","2400","2147","2368","2209","2163",
"어업 숙련직(63)","전체","1~3년미만","월급여액","천원","2171","2164","2147","2233","2169","2139",
"어업 숙련직(63)","전체","1~3년미만","전년도연간특별급여/12개월","천원","89","236","0","135","39","24",
"어업 숙련직(63)","전체","1~3년미만","전년도 연간특별급여","천원","1070","2833","4","1625","471","291",
"어업 숙련직(63)","전체","1~3년미만","총근로시간","시간","189.1","189.8","203.4","187.9","184.5","180.3",
"어업 숙련직(63)","전체","1~3년미만","근로자수","명","164","129","91","198","298","469",
"어업 숙련직(63)","전체","3~5년미만","월임금총액","천원","2264","2415","2276","2582","2563","2460",
"어업 숙련직(63)","전체","3~5년미만","월급여액","천원","2213","2171","2196","2362","2483","2404",
"어업 숙련직(63)","전체","3~5년미만","전년도연간특별급여/12개월","천원","51","244","79","220","80","56",
"어업 숙련직(63)","전체","3~5년미만","전년도 연간특별급여","천원","611","2927","952","2641","955","677",
"어업 숙련직(63)","전체","3~5년미만","총근로시간","시간","201","182","195.3","171.9","169.9","197.3",
"어업 숙련직(63)","전체","3~5년미만","근로자수","명","93","180","184","151","111","152",
"어업 숙련직(63)","전체","5~10년미만","월임금총액","천원","2144","3017","2551","3068","2858","2812",
"어업 숙련직(63)","전체","5~10년미만","월급여액","천원","2065","2335","2464","2797","2681","2630",
"어업 숙련직(63)","전체","5~10년미만","전년도연간특별급여/12개월","천원","80","682","87","271","177","183",
"어업 숙련직(63)","전체","5~10년미만","전년도 연간특별급여","천원","957","8187","1040","3248","2124","2191",
"어업 숙련직(63)","전체","5~10년미만","총근로시간","시간","179.8","184.8","201.3","193.8","187","186.4",
"어업 숙련직(63)","전체","5~10년미만","근로자수","명","80","28","73","64","131","129",
"어업 숙련직(63)","전체","10년이상","월임금총액","천원","2639","2839","3074","3274","3051","3268",
"어업 숙련직(63)","전체","10년이상","월급여액","천원","2307","2546","2735","2889","2845","2753",
"어업 숙련직(63)","전체","10년이상","전년도연간특별급여/12개월","천원","332","293","339","385","206","515",
"어업 숙련직(63)","전체","10년이상","전년도 연간특별급여","천원","3983","3519","4068","4623","2467","6175",
"어업 숙련직(63)","전체","10년이상","총근로시간","시간","176.5","179.1","193.3","190.3","157.3","176.7",
"어업 숙련직(63)","전체","10년이상","근로자수","명","132","230","253","172","254","206",
"어업 숙련직(63)","남","전경력","월임금총액","천원","2326","2516","2568","2640","2557","2488",
"어업 숙련직(63)","남","전경력","월급여액","천원","2186","2276","2413","2448","2454","2348",
"어업 숙련직(63)","남","전경력","전년도연간특별급여/12개월","천원","140","240","155","192","103","140",
"어업 숙련직(63)","남","전경력","전년도 연간특별급여","천원","1676","2880","1856","2305","1241","1682",
"어업 숙련직(63)","남","전경력","총근로시간","시간","188.1","177.2","193.1","184.4","173.3","182.9",
"어업 숙련직(63)","남","전경력","근로자수","명","491","672","669","753","946","1066",
"어업 숙련직(63)","남","1년미만","월임금총액","천원","1874","2006","2112","2205","2160","2075",
"어업 숙련직(63)","남","1년미만","월급여액","천원","1859","1992","2112","2200","2148","2075",
