"한국표준직업분류 개정7차","성별","경력구분","항목","단위","2020 년","2021 년","2022 년","2023 년","2024 년","2025 년",
"방문 및 노점 판매 관련직(532)","여","10년이상","월임금총액","천원","","","2513","2708","2815","2994",
"방문 및 노점 판매 관련직(532)","여","10년이상","월급여액","천원","","","2237","2339","2512","2618",
"방문 및 노점 판매 관련직(532)","여","10년이상","전년도연간특별급여/12개월","천원","","","276","368","303","376",
"방문 및 노점 판매 관련직(532)","여","10년이상","전년도 연간특별급여","천원","","","3313","4421","3639","4515",
"방문 및 노점 판매 관련직(532)","여","10년이상","총근로시간","시간","","","156.1","179.3","161.8","165.8",
"방문 및 노점 판매 관련직(532)","여","10년이상","근로자수","명","","","1886","3485","3283","3544",
"농림어업 숙련 종사자(6)","전체","전경력","월임금총액","천원","2722","2742","2793","2830","3034","3111",
"농림어업 숙련 종사자(6)","전체","전경력","월급여액","천원","2563","2588","2670","2706","2898","2974",
"농림어업 숙련 종사자(6)","전체","전경력","전년도연간특별급여/12개월","천원","158","154","123","124","136","137",
"농림어업 숙련 종사자(6)","전체","전경력","전년도 연간특별급여","천원","1900","1846","1475","1487","1628","1649",
"농림어업 숙련 종사자(6)","전체","전경력","총근로시간","시간","183","181.2","178.3","182.9","174.4","172.2",
"농림어업 숙련 종사자(6)","전체","전경력","근로자수","명","21959","20067","21217","26914","25892","28684",
"농림어업 숙련 종사자(6)","전체","1년미만","월임금총액","천원","2095","2002","1999","2147","2350","2520",
"농림어업 숙련 종사자(6)","전체","1년미만","월급여액","천원","2083","1997","1996","2129","2346","2515",
"농림어업 숙련 종사자(6)","전체","1년미만","전년도연간특별급여/12개월","천원","11","5","3","18","4","5",
"농림어업 숙련 종사자(6)","전체","1년미만","전년도 연간특별급여","천원","136","59","38","220","53","59",
"농림어업 숙련 종사자(6)","전체","1년미만","총근로시간","시간","180.8","181.8","177.6","185.8","168.4","178.1",
"농림어업 숙련 종사자(6)","전체","1년미만","근로자수","명","2093","2098","3317","4230","3181","3992",
"농림어업 숙련 종사자(6)","전체","1~3년미만","월임금총액","천원","2391","2347","2459","2540","2636","2764",
"농림어업 숙련 종사자(6)","전체","1~3년미만","월급여액","천원","2285","2250","2399","2473","2562","2696",
"농림어업 숙련 종사자(6)","전체","1~3년미만","전년도연간특별급여/12개월","천원","106","96","61","67","74","67",
"농림어업 숙련 종사자(6)","전체","1~3년미만","전년도 연간특별급여","천원","1269","1156","726","805","886","810",
"농림어업 숙련 종사자(6)","전체","1~3년미만","총근로시간","시간","190.1","184.9","182.2","186.9","183.3","177.1",
"농림어업 숙련 종사자(6)","전체","1~3년미만","근로자수","명","4745","3590","3809","6205","6133","8025",
"농림어업 숙련 종사자(6)","전체","3~5년미만","월임금총액","천원","2494","2470","2615","2797","2854","2891",
"농림어업 숙련 종사자(6)","전체","3~5년미만","월급여액","천원","2372","2310","2492","2682","2758","2793",
"농림어업 숙련 종사자(6)","전체","3~5년미만","전년도연간특별급여/12개월","천원","122","160","123","114","96","98",
"농림어업 숙련 종사자(6)","전체","3~5년미만","전년도 연간특별급여","천원","1466","1921","1479","1374","1154","1172",
"농림어업 숙련 종사자(6)","전체","3~5년미만","총근로시간","시간","184.4","188.3","188.3","185.7","173.6","173.3",
"농림어업 숙련 종사자(6)","전체","3~5년미만","근로자수","명","2805","3285","3085","4167","4129","4739",
"농림어업 숙련 종사자(6)","전체","5~10년미만","월임금총액","천원","2851","2729","2800","3053","3258","3265",
"농림어업 숙련 종사자(6)","전체","5~10년미만","월급여액","천원","2689","2583","2679","2874","3071","3067",
"농림어업 숙련 종사자(6)","전체","5~10년미만","전년도연간특별급여/12개월","천원","161","146","121","179","187","198",
"농림어업 숙련 종사자(6)","전체","5~10년미만","전년도 연간특별급여","천원","1936","1753","1456","2152","2240","2371",
"농림어업 숙련 종사자(6)","전체","5~10년미만","총근로시간","시간","185.4","181.6","176","181.1","171.9","166.7",
"농림어업 숙련 종사자(6)","전체","5~10년미만","근로자수","명","4596","3680","3779","3980","4970","5149",
"농림어업 숙련 종사자(6)","전체","10년이상","월임금총액","천원","3101","3268","3406","3301","3602","3908",
"농림어업 숙련 종사자(6)","전체","10년이상","월급여액","천원","2859","3043","3194","3103","3371","3627",
"농림어업 숙련 종사자(6)","전체","10년이상","전년도연간특별급여/12개월","천원","242","225","212","198","230","280",
"농림어업 숙련 종사자(6)","전체","10년이상","전년도 연간특별급여","천원","2903","2700","2538","2378","2763","3365",
"농림어업 숙련 종사자(6)","전체","10년이상","총근로시간","시간","177.3","175.9","173.4","177.9","171.6","166.3",
"농림어업 숙련 종사자(6)","전체","10년이상","근로자수","명","7720","7414","7228","8332","7479","6780",
"농림어업 숙련 종사자(6)","남","전경력","월임금총액","천원","2803","2841","2934","2946","3130","3208",
"농림어업 숙련 종사자(6)","남","전경력","월급여액","천원","2637","2679","2796","2813","2983","3062",
"농림어업 숙련 종사자(6)","남","전경력","전년도연간특별급여/12개월","천원","166","162","138","133","148","146",
"농림어업 숙련 종사자(6)","남","전경력","전년도 연간특별급여","천원","1986","1947","1660","1600","1772","1752",
"농림어업 숙련 종사자(6)","남","전경력","총근로시간","시간","183.7","181.3","179.6","184.2","174.7","172.9",
"농림어업 숙련 종사자(6)","남","전경력","근로자수","명","19015","17090","17387","22611","22587","24877",
"농림어업 숙련 종사자(6)","남","1년미만","월임금총액","천원","2135","2079","2097","2269","2424","2633",
"농림어업 숙련 종사자(6)","남","1년미만","월급여액","천원","2123","2074","2093","2245","2419","2628",
"농림어업 숙련 종사자(6)","남","1년미만","전년도연간특별급여/12개월","천원","12","5","4","24","5","5",
"농림어업 숙련 종사자(6)","남","1년미만","전년도 연간특별급여","천원","141","60","50","285","58","64",
"농림어업 숙련 종사자(6)","남","1년미만","총근로시간","시간","182.9","181.2","177","187.6","169.3","178.4",
"농림어업 숙련 종사자(6)","남","1년미만","근로자수","명","1762","1776","2382","3199","2772","3421",
"농림어업 숙련 종사자(6)","남","1~3년미만","월임금총액","천원","2447","2433","2552","2624","2727","2829",
"농림어업 숙련 종사자(6)","남","1~3년미만","월급여액","천원","2333","2327","2489","2554","2643","2757",
"농림어업 숙련 종사자(6)","남","1~3년미만","전년도연간특별급여/12개월","천원","114","105","63","71","84","71",
"농림어업 숙련 종사자(6)","남","1~3년미만","전년도 연간특별급여","천원","1366","1265","758","847","1005","854",
"농림어업 숙련 종사자(6)","남","1~3년미만","총근로시간","시간","191.5","186","183","187.3","185","177.7",
"농림어업 숙련 종사자(6)","남","1~3년미만","근로자수","명","4202","3025","3224","5314","5063","6776",
"농림어업 숙련 종사자(6)","남","3~5년미만","월임금총액","천원","2585","2539","2702","2878","2921","2961",
"농림어업 숙련 종사자(6)","남","3~5년미만","월급여액","천원","2451","2390","2580","2756","2818","2857",
"농림어업 숙련 종사자(6)","남","3~5년미만","전년도연간특별급여/12개월","천원","134","149","122","121","103","104",
"농림어업 숙련 종사자(6)","남","3~5년미만","전년도 연간특별급여","천원","1607","1788","1469","1457","1238","1245",
"농림어업 숙련 종사자(6)","남","3~5년미만","총근로시간","시간","186.7","189.2","191.1","188.4","173.1","173.1",
"농림어업 숙련 종사자(6)","남","3~5년미만","근로자수","명","2331","2576","2426","3373","3493","4092",
"농림어업 숙련 종사자(6)","남","5~10년미만","월임금총액","천원","2976","2812","2920","3149","3372","3367",
"농림어업 숙련 종사자(6)","남","5~10년미만","월급여액","천원","2825","2662","2785","2952","3170","3154",
"농림어업 숙련 종사자(6)","남","5~10년미만","전년도연간특별급여/12개월","천원","151","149","135","197","202","213",
"농림어업 숙련 종사자(6)","남","5~10년미만","전년도 연간특별급여","천원","1813","1791","1622","2358","2429","2554",
"농림어업 숙련 종사자(6)","남","5~10년미만","총근로시간","시간","186.1","183.2","178.6","182.6","173","169.1",
"농림어업 숙련 종사자(6)","남","5~10년미만","근로자수","명","3717","3036","3057","3375","4146","4331",
"농림어업 숙련 종사자(6)","남","10년이상","월임금총액","천원","3165","3359","3542","3412","3655","3986",
"농림어업 숙련 종사자(6)","남","10년이상","월급여액","천원","2911","3118","3307","3209","3416","3701",
"농림어업 숙련 종사자(6)","남","10년이상","전년도연간특별급여/12개월","천원","253","241","235","203","239","285",
"농림어업 숙련 종사자(6)","남","10년이상","전년도 연간특별급여","천원","3042","2889","2821","2435","2866","3422",
"농림어업 숙련 종사자(6)","남","10년이상","총근로시간","시간","177.1","175.3","174.8","179.4","171.4","167.1",
"농림어업 숙련 종사자(6)","남","10년이상","근로자수","명","7003","6677","6298","7350","7112","6257",
"농림어업 숙련 종사자(6)","여","전경력","월임금총액","천원","2197","2171","2155","2217","2374","2476",
"농림어업 숙련 종사자(6)","여","전경력","월급여액","천원","2085","2065","2101","2143","2320","2394",
"농림어업 숙련 종사자(6)","여","전경력","전년도연간특별급여/12개월","천원","112","106","53","75","54","82",
"농림어업 숙련 종사자(6)","여","전경력","전년도 연간특별급여","천원","1345","1271","638","895","646","980",
"농림어업 숙련 종사자(6)","여","전경력","총근로시간","시간","178.1","180.3","172.5","175.9","171.8","167.7",
"농림어업 숙련 종사자(6)","여","전경력","근로자수","명","2944","2977","3830","4303","3306","3807",
"농림어업 숙련 종사자(6)","여","1년미만","월임금총액","천원","1883","1582","1749","1770","1852","1845",
"농림어업 숙련 종사자(6)","여","1년미만","월급여액","천원","1873","1577","1749","1768","1850","1843",
"농림어업 숙련 종사자(6)","여","1년미만","전년도연간특별급여/12개월","천원","9","4","0","1","1","2",
"농림어업 숙련 종사자(6)","여","1년미만","전년도 연간특별급여","천원","111","50","6","17","17","25",
"농림어업 숙련 종사자(6)","여","1년미만","총근로시간","시간","169.7","185.3","179.4","180.5","162.5","176.7",
"농림어업 숙련 종사자(6)","여","1년미만","근로자수","명","331","322","935","1031","409","572",
"농림어업 숙련 종사자(6)","여","1~3년미만","월임금총액","천원","1955","1885","1948","2036","2204","2412",
"농림어업 숙련 종사자(6)","여","1~3년미만","월급여액","천원","1911","1837","1902","1990","2177","2365",
"농림어업 숙련 종사자(6)","여","1~3년미만","전년도연간특별급여/12개월","천원","43","48","46","46","27","47",
"농림어업 숙련 종사자(6)","여","1~3년미만","전년도 연간특별급여","천원","521","571","549","554","325","569",
"농림어업 숙련 종사자(6)","여","1~3년미만","총근로시간","시간","179","178.6","177.6","184.2","175.5","174",
"농림어업 숙련 종사자(6)","여","1~3년미만","근로자수","명","543","565","585","891","1070","1249",
"농림어업 숙련 종사자(6)","여","3~5년미만","월임금총액","천원","2047","2221","2295","2453","2487","2446",
"농림어업 숙련 종사자(6)","여","3~5년미만","월급여액","천원","1982","2020","2169","2367","2429","2387",
"농림어업 숙련 종사자(6)","여","3~5년미만","전년도연간특별급여/12개월","천원","64","200","126","85","58","59",
"농림어업 숙련 종사자(6)","여","3~5년미만","전년도 연간특별급여","천원","773","2404","1516","1022","697","711",
"농림어업 숙련 종사자(6)","여","3~5년미만","총근로시간","시간","173.2","184.7","178.1","174.3","176.5","174.6",
"농림어업 숙련 종사자(6)","여","3~5년미만","근로자수","명","474","708","659","794","636","647",
"농림어업 숙련 종사자(6)","여","5~10년미만","월임금총액","천원","2319","2342","2293","2519","2684","2723",
"농림어업 숙련 종사자(6)","여","5~10년미만","월급여액","천원","2114","2211","2230","2436","2577","2606",
"농림어업 숙련 종사자(6)","여","5~10년미만","전년도연간특별급여/12개월","천원","205","131","63","84","107","117",
"농림어업 숙련 종사자(6)","여","5~10년미만","전년도 연간특별급여","천원","2460","1573","750","1003","1287","1403",
"농림어업 숙련 종사자(6)","여","5~10년미만","총근로시간","시간","182.6","173.7","164.9","172.7","166","153.8",
"농림어업 숙련 종사자(6)","여","5~10년미만","근로자수","명","879","644","722","605","823","817",
"농림어업 숙련 종사자(6)","여","10년이상","월임금총액","천원","2477","2450","2484","2475","2563","2970",
"농림어업 숙련 종사자(6)","여","10년이상","월급여액","천원","2348","2368","2433","2312","2500","2747",
"농림어업 숙련 종사자(6)","여","10년이상","전년도연간특별급여/12개월","천원","129","82","52","163","63","223",
"농림어업 숙련 종사자(6)","여","10년이상","전년도 연간특별급여","천원","1549","986","621","1955","760","2675",
"농림어업 숙련 종사자(6)","여","10년이상","총근로시간","시간","179","180.9","164.1","166.7","176.4","156.3",
"농림어업 숙련 종사자(6)","여","10년이상","근로자수","명","717","737","930","982","367","523",
"농축산 숙련직(61)","전체","전경력","월임금총액","천원","2762","2794","2857","2885","3107","3180",
"농축산 숙련직(61)","전체","전경력","월급여액","천원","2601","2639","2732","2762","2967","3039",
"농축산 숙련직(61)","전체","전경력","전년도연간특별급여/12개월","천원","161","154","125","123","141","141",
"농축산 숙련직(61)","전체","전경력","전년도 연간특별급여","천원","1936","1853","1502","1473","1688","1691",
"농축산 숙련직(61)","전체","전경력","총근로시간","시간","184.8","183.7","181.2","186","177.7","173.5",
"농축산 숙련직(61)","전체","전경력","근로자수","명","20634","18518","19395","24657","23583","26536",
"농축산 숙련직(61)","전체","1년미만","월임금총액","천원","2109","2014","2017","2156","2386","2561",
"농축산 숙련직(61)","전체","1년미만","월급여액","천원","2098","2010","2015","2137","2382","2556",
"농축산 숙련직(61)","전체","1년미만","전년도연간특별급여/12개월","천원","11","4","2","19","4","5",
"농축산 숙련직(61)","전체","1년미만","전년도 연간특별급여","천원","137","53","29","231","47","62",
"농축산 숙련직(61)","전체","1년미만","총근로시간","시간","180.7","184.7","180.4","186.9","170.2","179.6",
"농축산 숙련직(61)","전체","1년미만","근로자수","명","2000","1931","3082","3974","2910","3758",
"농축산 숙련직(61)","전체","1~3년미만","월임금총액","천원","2413","2386","2534","2611","2693","2823",
"농축산 숙련직(61)","전체","1~3년미만","월급여액","천원","2305","2291","2468","2543","2619","2751",
"농축산 숙련직(61)","전체","1~3년미만","전년도연간특별급여/12개월","천원","108","95","65","68","74","71",
"농축산 숙련직(61)","전체","1~3년미만","전년도 연간특별급여","천원","1293","1138","785","815","888","858",
"농축산 숙련직(61)","전체","1~3년미만","총근로시간","시간","191.6","188.3","187.5","191.3","186.2","177.9",
"농축산 숙련직(61)","전체","1~3년미만","근로자수","명","4471","3294","3465","5621","5604","7401",
"농축산 숙련직(61)","전체","3~5년미만","월임금총액","천원","2524","2521","2658","2824","2917","2941",
"농축산 숙련직(61)","전체","3~5년미만","월급여액","천원","2401","2360","2531","2713","2816","2839",
"농축산 숙련직(61)","전체","3~5년미만","전년도연간특별급여/12개월","천원","123","161","127","111","101","102",
"농축산 숙련직(61)","전체","3~5년미만","전년도 연간특별급여","천원","1478","1927","1530","1337","1216","1220",
"농축산 숙련직(61)","전체","3~5년미만","총근로시간","시간","184.5","191.1","189.1","187.2","176.5","174.7",
"농축산 숙련직(61)","전체","3~5년미만","근로자수","명","2624","2906","2836","3940","3802","4411",
"농축산 숙련직(61)","전체","5~10년미만","월임금총액","천원","2925","2780","2883","3140","3322","3345",
"농축산 숙련직(61)","전체","5~10년미만","월급여액","천원","2756","2634","2754","2953","3129","3138",
"농축산 숙련직(61)","전체","5~10년미만","전년도연간특별급여/12개월","천원","169","145","129","187","193","207",
"농축산 숙련직(61)","전체","5~10년미만","전년도 연간특별급여","천원","2022","1746","1548","2241","2315","2487",
"농축산 숙련직(61)","전체","5~10년미만","총근로시간","시간","189.5","184.7","179.3","184.1","174.3","168",
"농축산 숙련직(61)","전체","5~10년미만","근로자수","명","4263","3451","3427","3596","4610","4742",
"농축산 숙련직(61)","전체","10년이상","월임금총액","천원","3147","3326","3494","3384","3732","4022",
"농축산 숙련직(61)","전체","10년이상","월급여액","천원","2901","3100","3283","3190","3489","3739",
"농축산 숙련직(61)","전체","10년이상","전년도연간특별급여/12개월","천원","245","226","211","194","243","283",
"농축산 숙련직(61)","전체","10년이상","전년도 연간특별급여","천원","2941","2716","2532","2325","2914","3392",
"농축산 숙련직(61)","전체","10년이상","총근로시간","시간","179.2","177.8","175.7","181.8","176.7","167.7",
"농축산 숙련직(61)","전체","10년이상","근로자수","명","7276","6937","6585","7527","6657","6224",
"농축산 숙련직(61)","남","전경력","월임금총액","천원","2850","2900","3012","3009","3217","3290",
"농축산 숙련직(61)","남","전경력","월급여액","천원","2681","2737","2871","2876","3063","3140",
"농축산 숙련직(61)","남","전경력","전년도연간특별급여/12개월","천원","169","163","141","132","154","150",
"농축산 숙련직(61)","남","전경력","전년도 연간특별급여","천원","2026","1951","1693","1587","1847","1805",
"농축산 숙련직(61)","남","전경력","총근로시간","시간","185.7","184.1","182.4","187.6","178.2","174.2",
"농축산 숙련직(61)","남","전경력","근로자수","명","17786","15719","15786","20642","20424","22847",
"농축산 숙련직(61)","남","1년미만","월임금총액","천원","2154","2093","2131","2285","2471","2680",
"농축산 숙련직(61)","남","1년미만","월급여액","천원","2142","2089","2128","2259","2466","2674",
"농축산 숙련직(61)","남","1년미만","전년도연간특별급여/12개월","천원","12","4","3","25","4","6",
"농축산 숙련직(61)","남","1년미만","전년도 연간특별급여","천원","142","53","38","304","52","69",
"농축산 숙련직(61)","남","1년미만","총근로시간","시간","182.9","184.1","180.5","188.7","171.3","179.6",
"농축산 숙련직(61)","남","1년미만","근로자수","명","1669","1622","2155","2964","2506","3209",
"농축산 숙련직(61)","남","1~3년미만","월임금총액","천원","2472","2480","2628","2698","2792","2902",
"농축산 숙련직(61)","남","1~3년미만","월급여액","천원","2356","2376","2559","2628","2708","2826",
"농축산 숙련직(61)","남","1~3년미만","전년도연간특별급여/12개월","천원","116","104","68","71","84","76",
"농축산 숙련직(61)","남","1~3년미만","전년도 연간특별급여","천원","1395","1247","817","850","1008","913",
"농축산 숙련직(61)","남","1~3년미만","총근로시간","시간","192.9","189.6","187.5","191.4","187.6","178.5",
"농축산 숙련직(61)","남","1~3년미만","근로자수","명","3945","2750","2938","4809","4592","6172",
"농축산 숙련직(61)","남","3~5년미만","월임금총액","천원","2629","2582","2758","2910","2992","3016",
"농축산 숙련직(61)","남","3~5년미만","월급여액","천원","2493","2436","2630","2793","2882","2907",
"농축산 숙련직(61)","남","3~5년미만","전년도연간특별급여/12개월","천원","136","145","128","117","110","109",
"농축산 숙련직(61)","남","3~5년미만","전년도 연간특별급여","천원","1633","1744","1532","1407","1317","1302",
"농축산 숙련직(61)","남","3~5년미만","총근로시간","시간","187","192.2","191.6","190.1","176.1","174.3",
"농축산 숙련직(61)","남","3~5년미만","근로자수","명","2150","2306","2203","3168","3202","3800",
"농축산 숙련직(61)","남","5~10년미만","월임금총액","천원","3063","2873","3004","3243","3458","3466",
"농축산 숙련직(61)","남","5~10년미만","월급여액","천원","2906","2726","2861","3038","3247","3241",
"농축산 숙련직(61)","남","5~10년미만","전년도연간특별급여/12개월","천원","157","148","143","205","211","226",
"농축산 숙련직(61)","남","5~10년미만","전년도 연간특별급여","천원","1887","1774","1713","2465","2533","2709",
"농축산 숙련직(61)","남","5~10년미만","총근로시간","시간","190.7","186.9","181.6","186.5","176.2","170.8",
"농축산 숙련직(61)","남","5~10년미만","근로자수","명","3434","2826","2786","3043","3795","3949",
"농축산 숙련직(61)","남","10년이상","월임금총액","천원","3213","3425","3644","3495","3790","4112",
"농축산 숙련직(61)","남","10년이상","월급여액","천원","2956","3183","3409","3297","3538","3825",
"농축산 숙련직(61)","남","10년이상","전년도연간특별급여/12개월","천원","257","243","235","198","252","287",
"농축산 숙련직(61)","남","10년이상","전년도 연간특별급여","천원","3081","2915","2823","2374","3024","3450",
"농축산 숙련직(61)","남","10년이상","총근로시간","시간","179.1","177.3","177.4","183.8","176.4","168.7",
"농축산 숙련직(61)","남","10년이상","근로자수","명","6588","6216","5703","6659","6327","5717",
"농축산 숙련직(61)","여","전경력","월임금총액","천원","2214","2200","2183","2247","2400","2496",
"농축산 숙련직(61)","여","전경력","월급여액","천원","2099","2091","2128","2173","2345","2414",
"농축산 숙련직(61)","여","전경력","전년도연간특별급여/12개월","천원","115","108","55","74","55","82",
"농축산 숙련직(61)","여","전경력","전년도 연간특별급여","천원","1377","1302","664","888","661","987",
"농축산 숙련직(61)","여","전경력","총근로시간","시간","179.5","181.8","175.6","177.6","174.2","169.1",
"농축산 숙련직(61)","여","전경력","근로자수","명","2848","2799","3609","4015","3159","3688",
"농축산 숙련직(61)","여","1년미만","월임금총액","천원","1883","1598","1754","1779","1858","1865",
"농축산 숙련직(61)","여","1년미만","월급여액","천원","1873","1594","1753","1778","1857","1863",
"농축산 숙련직(61)","여","1년미만","전년도연간특별급여/12개월","천원","9","4","0","1","1","2",
"농축산 숙련직(61)","여","1년미만","전년도 연간특별급여","천원","111","52","6","18","17","27",
"농축산 숙련직(61)","여","1년미만","총근로시간","시간","169.7","187.8","180","181.4","163.1","179.8",
"농축산 숙련직(61)","여","1년미만","근로자수","명","331","309","927","1010","404","548",
"농축산 숙련직(61)","여","1~3년미만","월임금총액","천원","1969","1909","2010","2091","2241","2425",
"농축산 숙련직(61)","여","1~3년미만","월급여액","천원","1925","1860","1959","2041","2213","2376",
"농축산 숙련직(61)","여","1~3년미만","전년도연간특별급여/12개월","천원","44","49","51","51","29","48",
"농축산 숙련직(61)","여","1~3년미만","전년도 연간특별급여","천원","525","591","609","609","344","578",
"농축산 숙련직(61)","여","1~3년미만","총근로시간","시간","181.8","181.7","187.7","191","180.1","175.1",
"농축산 숙련직(61)","여","1~3년미만","근로자수","명","526","543","527","812","1011","1229",
"농축산 숙련직(61)","여","3~5년미만","월임금총액","천원","2047","2287","2312","2473","2517","2474",
"농축산 숙련직(61)","여","3~5년미만","월급여액","천원","1982","2068","2186","2386","2461","2415",
"농축산 숙련직(61)","여","3~5년미만","전년도연간특별급여/12개월","천원","64","219","127","88","57","59",
"농축산 숙련직(61)","여","3~5년미만","전년도 연간특별급여","천원","773","2627","1521","1052","680","708",
"농축산 숙련직(61)","여","3~5년미만","총근로시간","시간","173.2","186.6","180.3","175.5","178.8","177.2",
"농축산 숙련직(61)","여","3~5년미만","근로자수","명","474","600","633","772","600","611",
"농축산 숙련직(61)","여","5~10년미만","월임금총액","천원","2349","2357","2358","2572","2689","2740",
"농축산 숙련직(61)","여","5~10년미만","월급여액","천원","2134","2222","2289","2488","2581","2625",
"농축산 숙련직(61)","여","5~10년미만","전년도연간특별급여/12개월","천원","215","135","69","84","108","115",
"농축산 숙련직(61)","여","5~10년미만","전년도 연간특별급여","천원","2581","1617","832","1007","1299","1378",
"농축산 숙련직(61)","여","5~10년미만","총근로시간","시간","184.5","174.7","169.5","171.1","165.3","154.4",
"농축산 숙련직(61)","여","5~10년미만","근로자수","명","829","626","640","553","814","792",
"농축산 숙련직(61)","여","10년이상","월임금총액","천원","2511","2468","2518","2529","2623","3000",
"농축산 숙련직(61)","여","10년이상","월급여액","천원","2378","2385","2464","2367","2556","2771",
"농축산 숙련직(61)","여","10년이상","전년도연간특별급여/12개월","천원","133","83","54","162","67","229",
"농축산 숙련직(61)","여","10년이상","전년도 연간특별급여","천원","1601","997","653","1942","809","2744",
"농축산 숙련직(61)","여","10년이상","총근로시간","시간","180.7","181.6","164.8","166.5","183.3","156.3",
"농축산 숙련직(61)","여","10년이상","근로자수","명","688","721","881","868","330","507",
"임업 숙련직(62)","전체","전경력","월임금총액","천원","1959","1805","1830","2018","2092","2041",
"임업 숙련직(62)","전체","전경력","월급여액","천원","1860","1729","1763","1907","2019","1991",
"임업 숙련직(62)","전체","전경력","전년도연간특별급여/12개월","천원","99","77","66","111","73","50",
"임업 숙련직(62)","전체","전경력","전년도 연간특별급여","천원","1183","921","796","1329","875","596",
"임업 숙련직(62)","전체","전경력","총근로시간","시간","131.7","128.6","118.6","130.4","116.8","130.4",
"임업 숙련직(62)","전체","전경력","근로자수","명","788","855","1116","1486","1352","1083",
"임업 숙련직(62)","전체","1년미만","월임금총액","천원","1555","1437","1479","1497","1679","1681",
"임업 숙련직(62)","전체","1년미만","월급여액","천원","1555","1437","1456","1497","1674","1681",
"임업 숙련직(62)","전체","1년미만","전년도연간특별급여/12개월","천원","0","0","23","0","5","0",
"임업 숙련직(62)","전체","1년미만","전년도 연간특별급여","천원","0","0","278","0","65","0",
"임업 숙련직(62)","전체","1년미만","총근로시간","시간","159.2","132","113.7","129.9","116.3","129.9",
"임업 숙련직(62)","전체","1년미만","근로자수","명","25","41","131","71","107","124",
"임업 숙련직(62)","전체","1~3년미만","월임금총액","천원","1682","1539","1554","1595","1806","1766",
"임업 숙련직(62)","전체","1~3년미만","월급여액","천원","1630","1521","1539","1575","1690","1758",
"임업 숙련직(62)","전체","1~3년미만","전년도연간특별급여/12개월","천원","52","18","14","20","116","8",
"임업 숙련직(62)","전체","1~3년미만","전년도 연간특별급여","천원","620","217","173","240","1389","95",
"임업 숙련직(62)","전체","1~3년미만","총근로시간","시간","129.7","114","101.3","121.4","110.8","127.2",
"임업 숙련직(62)","전체","1~3년미만","근로자수","명","110","168","252","386","232","155",
"임업 숙련직(62)","전체","3~5년미만","월임금총액","천원","1849","1781","1680","1804","1895","2005",
"임업 숙련직(62)","전체","3~5년미만","월급여액","천원","1680","1703","1618","1741","1882","1972",
"임업 숙련직(62)","전체","3~5년미만","전년도연간특별급여/12개월","천원","169","78","62","63","14","33",
"임업 숙련직(62)","전체","3~5년미만","전년도 연간특별급여","천원","2030","933","748","759","162","395",
"임업 숙련직(62)","전체","3~5년미만","총근로시간","시간","163.2","153.1","132.7","134.4","123.6","116.4",
"임업 숙련직(62)","전체","3~5년미만","근로자수","명","88","199","64","77","216","176",
"임업 숙련직(62)","전체","5~10년미만","월임금총액","천원","1824","1824","1849","2076","2192","2102",
"임업 숙련직(62)","전체","5~10년미만","월급여액","천원","1758","1741","1814","1998","2127","2061",
"임업 숙련직(62)","전체","5~10년미만","전년도연간특별급여/12개월","천원","67","82","35","78","66","41",
"임업 숙련직(62)","전체","5~10년미만","전년도 연간특별급여","천원","800","988","425","941","788","489",
"임업 숙련직(62)","전체","5~10년미만","총근로시간","시간","118.6","127.5","128.4","145.1","114","134.4",
"임업 숙련직(62)","전체","5~10년미만","근로자수","명","252","201","279","320","229","278",
"임업 숙련직(62)","전체","10년이상","월임금총액","천원","2230","2051","2137","2331","2321","2258",
"임업 숙련직(62)","전체","10년이상","월급여액","천원","2101","1928","2000","2130","2227","2157",
"임업 숙련직(62)","전체","10년이상","전년도연간특별급여/12개월","천원","129","124","137","200","94","101",
"임업 숙련직(62)","전체","10년이상","전년도 연간특별급여","천원","1551","1486","1645","2405","1125","1216",
"임업 숙련직(62)","전체","10년이상","총근로시간","시간","131.8","119.2","122.1","128","117.9","135.9",
"임업 숙련직(62)","전체","10년이상","근로자수","명","311","247","390","633","567","350",
"임업 숙련직(62)","남","전경력","월임금총액","천원","1985","1836","1878","2073","2126","2065",
"임업 숙련직(62)","남","전경력","월급여액","천원","1881","1757","1799","1957","2048","2017",
"임업 숙련직(62)","남","전경력","전년도연간특별급여/12개월","천원","104","79","79","116","78","48",
"임업 숙련직(62)","남","전경력","전년도 연간특별급여","천원","1246","950","945","1390","933","577",
"임업 숙련직(62)","남","전경력","총근로시간","시간","133.8","123.6","121.4","126.5","117.4","131.2",
"임업 숙련직(62)","남","전경력","근로자수","명","738","699","931","1215","1217","964",
"임업 숙련직(62)","남","1년미만","월임금총액","천원","1555","1552","1496","1569","1696","1751",
"임업 숙련직(62)","남","1년미만","월급여액","천원","1555","1552","1471","1569","1690","1751",
"임업 숙련직(62)","남","1년미만","전년도연간특별급여/12개월","천원","0","0","25","0","6","0",
"임업 숙련직(62)","남","1년미만","전년도 연간특별급여","천원","0","0","295","0","68","0",
"임업 숙련직(62)","남","1년미만","총근로시간","시간","159.2","134.4","114.7","128.1","116.4","136.2",
"임업 숙련직(62)","남","1년미만","근로자수","명","25","28","123","50","102","101",
"임업 숙련직(62)","남","1~3년미만","월임금총액","천원","1711","1577","1604","1628","1890","1788",
